src_node        end_node        start_time              end_time                duration
sat_b           gs              20:39:00:14             20:39:58:34             58.20
sat_c           gs              20:39:10:13             20:40:08:04             57.91
gs              sat_c           20:39:26:77             20:40:22:31             55.54
sat_a           gs              20:39:29:16             20:40:25:57             56.41
sat_b           gs              20:40:09:06             20:40:41:46             32.40
gs              sat_a           20:40:21:17             20:41:11:69             50.52
sat_c           sat_b           20:40:34:00             20:41:13:12             39.12
sat_a           sat_c           20:40:38:88             20:41:17:16             38.28
gs              sat_b           20:40:55:70             20:41:31:78             36.08
gs              sat_c           20:40:57:67             20:41:48:56             50.89
sat_b           sat_a           20:40:59:32             20:41:51:59             52.27
sat_c           gs              20:41:02:95             20:41:47:65             44.70
sat_a           gs              20:41:14:65             20:42:01:45             46.80
sat_b           sat_c           20:41:22:87             20:41:53:56             30.69
sat_c           sat_a           20:41:26:01             20:42:00:12             34.11
sat_a           sat_b           20:41:26:44             20:42:27:95             61.51
sat_b           gs              20:42:04:87             20:43:01:76             56.89
sat_b           sat_a           20:42:22:55             20:43:30:75             68.20
gs              sat_c           20:42:24:92             20:42:55:11             30.19
sat_a           sat_c           20:42:34:76             20:43:25:16             50.40
sat_c           sat_a           20:42:43:21             20:43:22:84             39.63
gs              sat_b           20:42:43:61             20:43:46:57             62.96
gs              sat_a           20:42:43:62             20:43:33:57             49.95
sat_a           gs              20:42:46:15             20:43:40:53             54.38
sat_b           sat_c           20:42:58:66             20:43:47:57             48.91
sat_a           sat_b           20:43:03:30             20:44:03:09             59.79
sat_c           sat_b           20:43:03:80             20:43:36:66             32.86
sat_c           gs              20:43:17:98             20:43:52:50             34.52
sat_a           gs              20:44:17:71             20:45:20:57             62.86
sat_a           sat_b           20:44:23:68             20:44:57:77             34.09
sat_c           gs              20:44:32:67             20:45:24:88             52.21
sat_b           sat_a           20:44:42:94             20:45:38:99             56.05
sat_c           sat_b           20:44:47:34             20:45:56:88             69.54
sat_b           gs              20:44:48:38             20:45:38:13             49.75
gs              sat_a           20:44:55:16             20:45:59:07             63.91
sat_a           sat_c           20:44:56:24             20:45:38:45             42.21
sat_c           sat_a           20:45:03:51             20:45:59:53             56.02
gs              sat_b           20:45:07:53             20:46:11:18             63.65
gs              sat_c           20:45:14:49             20:45:52:62             38.13
sat_b           sat_c           20:45:25:13             20:46:29:83             64.70
gs              sat_c           20:46:02:56             20:46:58:50             55.94
gs              sat_b           20:46:07:10             20:46:45:20             38.10
sat_c           sat_b           20:46:41:32             20:47:30:44             49.12
sat_b           sat_a           20:46:42:02             20:47:26:68             44.66
gs              sat_a           20:46:45:22             20:47:30:98             45.76
sat_a           gs              20:46:50:11             20:47:54:71             64.60
sat_c           gs              20:46:55:70             20:47:56:87             61.17
sat_a           sat_c           20:46:57:81             20:47:59:15             61.34
sat_b           sat_c           20:47:01:61             20:47:51:71             50.10
sat_a           sat_b           20:47:12:83             20:48:01:74             48.91
sat_b           gs              20:47:19:60             20:48:26:38             66.78
sat_c           sat_a           20:47:24:09             20:48:04:75             40.66
sat_c           sat_a           20:48:22:44             20:49:05:90             43.46
sat_a           sat_b           20:48:36:85             20:49:14:79             37.94
sat_b           gs              20:48:39:58             20:49:43:23             63.65
sat_c           sat_b           20:48:42:97             20:49:17:21             34.24
gs              sat_b           20:48:52:09             20:49:34:35             42.26
sat_c           gs              20:48:54:13             20:49:31:98             37.85
sat_a           gs              20:48:57:73             20:50:06:88             69.15
sat_b           sat_c           20:48:58:85             20:49:44:12             45.27
sat_a           sat_c           20:49:07:86             20:50:00:42             52.56
gs              sat_c           20:49:24:28             20:50:16:46             52.18
gs              sat_a           20:49:25:11             20:50:26:80             61.69
sat_b           sat_a           20:49:27:79             20:50:03:90             36.11
gs              sat_a           20:50:10:32             20:50:54:39             44.07
gs              sat_b           20:50:26:70             20:51:14:25             47.55
sat_a           sat_b           20:50:31:64             20:51:04:64             33.00
sat_c           gs              20:50:38:71             20:51:42:14             63.43
sat_b           sat_a           20:50:40:53             20:51:38:66             58.13
sat_a           gs              20:50:51:19             20:51:26:64             35.45
sat_a           sat_c           20:51:17:96             20:52:18:11             60.15
sat_b           gs              20:51:21:10             20:52:16:31             55.21
sat_c           sat_b           20:51:22:77             20:51:53:40             30.63
sat_c           sat_a           20:51:22:90             20:51:57:87             34.97
sat_b           sat_c           20:51:28:47             20:52:11:81             43.34
gs              sat_c           20:51:28:80             20:52:07:82             39.02
sat_a           sat_b           20:52:11:51             20:53:19:15             67.64
sat_a           gs              20:52:29:56             20:53:17:42             47.86
gs              sat_a           20:52:35:54             20:53:33:40             57.86
sat_b           gs              20:52:41:45             20:53:20:98             39.53
sat_c           gs              20:52:46:81             20:53:48:99             62.18
gs              sat_b           20:52:53:84             20:53:51:58             57.74
gs              sat_c           20:53:13:19             20:53:57:88             44.69
sat_c           sat_b           20:53:23:34             20:54:09:72             46.38
sat_b           sat_c           20:53:24:68             20:54:32:95             68.27
sat_b           sat_a           20:53:27:86             20:54:05:97             38.11
sat_a           sat_c           20:53:28:23             20:54:32:86             64.63
sat_c           sat_a           20:53:29:14             20:54:01:48             32.34
gs              sat_c           20:54:02:44             20:54:38:95             36.51
sat_b           sat_a           20:54:04:00             20:54:58:77             54.77
sat_c           sat_b           20:54:19:59             20:55:24:50             64.91
sat_b           sat_c           20:54:21:17             20:54:59:94             38.77
sat_a           sat_c           20:54:43:05             20:55:23:08             40.03
sat_c           sat_a           20:54:43:96             20:55:21:77             37.81
gs              sat_b           20:54:47:36             20:55:55:68             68.32
sat_a           sat_b           20:55:07:32             20:55:59:37             52.05
sat_c           gs              20:55:10:68             20:55:45:34             34.66
sat_a           gs              20:55:19:30             20:56:12:17             52.87
sat_b           gs              20:55:20:04             20:56:09:86             49.82
gs              sat_a           20:55:23:09             20:56:03:04             39.95
sat_a           sat_b           20:56:02:49             20:57:06:48             63.99
sat_a           gs              20:56:03:24             20:57:10:78             67.54
sat_c           gs              20:56:10:41             20:57:15:55             65.14
gs              sat_c           20:56:11:49             20:57:19:30             67.81
sat_c           sat_b           20:56:22:73             20:57:25:22             62.49
sat_b           sat_a           20:56:47:45             20:57:53:66             66.21
sat_b           sat_c           20:56:49:52             20:57:58:01             68.49
sat_c           sat_a           20:56:54:94             20:57:40:30             45.36
gs              sat_b           20:56:55:10             20:57:29:22             34.12
gs              sat_a           20:57:02:97             20:57:57:27             54.30
sat_b           gs              20:57:06:63             20:58:05:35             58.72
sat_a           sat_c           20:57:16:53             20:57:54:90             38.37
sat_a           sat_c           20:58:07:74             20:58:46:07             38.33
sat_c           sat_a           20:58:13:33             20:58:47:12             33.79
sat_b           sat_a           20:58:19:52             20:59:19:54             60.02
sat_a           gs              20:58:22:03             20:59:01:44             39.41
sat_c           sat_b           20:58:29:97             20:59:20:72             50.75
sat_b           gs              20:58:32:20             20:59:34:26             62.06
gs              sat_a           20:59:01:16             20:59:56:38             55.22
sat_c           gs              20:59:07:16             20:59:49:72             42.56
gs              sat_c           20:59:07:55             21:00:15:43             67.88
sat_b           sat_c           20:59:13:21             21:00:03:04             49.83
sat_a           sat_b           20:59:16:27             21:00:10:43             54.16
gs              sat_b           20:59:20:63             21:00:13:17             52.54
gs              sat_a           21:00:01:43             21:00:43:66             42.23
sat_c           gs              21:00:02:34             21:01:03:99             61.65
sat_b           gs              21:00:09:87             21:01:08:32             58.45
sat_a           sat_b           21:00:14:33             21:01:05:29             50.96
sat_b           sat_c           21:00:21:00             21:01:07:98             46.98
sat_b           sat_a           21:00:24:46             21:01:10:00             45.54
gs              sat_c           21:00:34:73             21:01:21:00             46.27
gs              sat_b           21:00:43:60             21:01:42:33             58.73
sat_c           sat_a           21:00:43:91             21:01:18:21             34.30
sat_a           sat_c           21:00:46:53             21:01:44:72             58.19
sat_a           gs              21:01:07:05             21:01:51:85             44.80
sat_c           sat_b           21:01:28:49             21:02:10:23             41.74
sat_b           sat_a           21:02:03:22             21:02:45:54             42.32
sat_a           sat_b           21:02:29:02             21:03:02:84             33.82
sat_a           sat_c           21:02:31:98             21:03:24:65             52.67
sat_c           sat_a           21:02:32:48             21:03:07:93             35.45
sat_c           sat_b           21:02:41:95             21:03:41:34             59.39
gs              sat_a           21:02:43:18             21:03:23:95             40.77
sat_a           gs              21:02:48:75             21:03:24:23             35.48
sat_b           sat_c           21:03:02:91             21:03:50:97             48.06
sat_c           gs              21:03:04:30             21:03:59:26             54.96
gs              sat_b           21:03:06:53             21:03:37:26             30.73
sat_b           gs              21:03:21:35             21:03:56:83             35.48
gs              sat_c           21:03:28:85             21:04:11:62             42.77
sat_a           sat_b           21:04:10:14             21:05:11:37             61.23
sat_b           sat_a           21:04:18:52             21:05:10:88             52.36
sat_c           sat_b           21:04:20:62             21:04:58:75             38.13
sat_c           gs              21:04:30:14             21:05:23:43             53.29
sat_c           sat_a           21:04:39:91             21:05:10:59             30.68
sat_a           gs              21:04:43:85             21:05:50:36             66.51
sat_b           gs              21:04:47:83             21:05:48:99             61.16
sat_a           sat_c           21:04:48:46             21:05:28:26             39.80
sat_b           sat_c           21:05:01:43             21:05:44:84             43.41
gs              sat_a           21:05:23:36             21:06:01:53             38.17
gs              sat_b           21:05:24:04             21:06:19:09             55.05
gs              sat_c           21:05:28:37             21:05:58:74             30.37
sat_c           gs              21:06:01:99             21:07:07:10             65.11
sat_b           sat_a           21:06:04:36             21:06:39:54             35.18
gs              sat_b           21:06:18:54             21:07:11:63             53.09
sat_a           sat_c           21:06:24:17             21:07:03:97             39.80
gs              sat_a           21:06:25:27             21:07:20:62             55.35
gs              sat_c           21:06:37:30             21:07:44:39             67.09
sat_b           sat_c           21:06:45:92             21:07:47:84             61.92
sat_a           sat_b           21:06:47:27             21:07:56:22             68.95
sat_a           gs              21:07:04:82             21:08:11:16             66.34
sat_c           sat_a           21:07:11:68             21:08:03:71             52.03
sat_b           gs              21:07:13:84             21:07:59:37             45.53
sat_c           sat_b           21:07:28:83             21:08:23:27             54.44
gs              sat_b           21:08:03:36             21:08:42:82             39.46
sat_a           sat_b           21:08:20:51             21:09:22:40             61.89
sat_b           gs              21:08:29:96             21:09:08:68             38.72
sat_a           sat_c           21:08:32:18             21:09:35:40             63.22
sat_c           sat_b           21:08:32:96             21:09:04:42             31.46
sat_b           sat_c           21:08:33:52             21:09:07:13             33.61
gs              sat_c           21:08:51:00             21:09:56:81             65.81
sat_a           gs              21:08:53:34             21:09:45:58             52.24
sat_c           sat_a           21:09:08:91             21:09:58:13             49.22
sat_b           sat_a           21:09:12:10             21:09:53:20             41.10
sat_c           gs              21:09:20:41             21:10:24:50             64.09
gs              sat_a           21:09:21:72             21:10:26:91             65.19
sat_c           gs              21:10:03:60             21:10:56:11             52.51
gs              sat_a           21:10:14:15             21:10:54:07             39.92
gs              sat_c           21:10:16:65             21:11:17:26             60.61
sat_b           gs              21:10:30:10             21:11:11:64             41.54
gs              sat_b           21:10:35:50             21:11:29:51             54.01
sat_a           sat_b           21:10:46:99             21:11:40:36             53.37
sat_a           gs              21:10:48:94             21:11:21:23             32.29
sat_b           sat_a           21:10:56:64             21:12:03:31             66.67
sat_c           sat_a           21:11:02:68             21:12:09:52             66.84
sat_c           sat_b           21:11:06:87             21:12:09:13             62.26
sat_b           sat_c           21:11:07:37             21:11:52:24             44.87
sat_a           sat_c           21:11:16:38             21:12:22:90             66.52
sat_c           sat_a           21:12:01:77             21:12:40:15             38.38
sat_a           sat_c           21:12:05:54             21:13:11:73             66.19
sat_b           sat_a           21:12:09:17             21:13:16:48             67.31
sat_a           sat_b           21:12:16:81             21:12:48:99             32.18
sat_b           gs              21:12:27:47             21:13:03:55             36.08
sat_c           sat_b           21:12:36:03             21:13:41:31             65.28
sat_b           sat_c           21:12:57:58             21:13:36:02             38.44
gs              sat_a           21:12:59:49             21:13:57:81             58.32
sat_a           gs              21:13:10:89             21:13:48:00             37.11
gs              sat_c           21:13:22:61             21:14:31:74             69.13
sat_c           gs              21:13:26:17             21:14:25:54             59.37
gs              sat_b           21:13:26:34             21:14:07:02             40.68
sat_a           sat_c           21:14:00:89             21:14:52:89             52.00
sat_a           gs              21:14:05:18             21:14:35:63             30.45
sat_a           sat_b           21:14:05:33             21:14:46:93             41.60
gs              sat_b           21:14:24:77             21:15:13:70             48.93
sat_b           sat_a           21:14:27:35             21:14:58:32             30.97
sat_c           gs              21:14:39:34             21:15:09:89             30.55
sat_b           sat_c           21:14:52:73             21:15:54:67             61.94
sat_c           sat_b           21:14:55:05             21:15:53:92             58.87
gs              sat_a           21:15:01:24             21:16:05:36             64.12
gs              sat_c           21:15:15:94             21:16:20:24             64.30
sat_c           sat_a           21:15:22:69             21:16:27:72             65.03
sat_b           gs              21:15:28:42             21:16:24:55             56.13
sat_a           sat_c           21:16:14:93             21:17:18:70             63.77
sat_a           sat_b           21:16:18:14             21:17:15:46             57.32
gs              sat_a           21:16:26:77             21:17:36:60             69.83
sat_b           gs              21:16:29:71             21:17:36:47             66.76
sat_a           gs              21:16:36:41             21:17:16:67             40.26
gs              sat_c           21:16:39:15             21:17:38:18             59.03
sat_b           sat_a           21:16:51:60             21:17:30:98             39.38
sat_b           sat_c           21:16:57:51             21:17:49:23             51.72
sat_c           gs              21:17:03:66             21:17:58:53             54.87
sat_c           sat_b           21:17:12:98             21:18:09:73             56.75
gs              sat_b           21:17:14:84             21:17:56:62             41.78
sat_c           sat_a           21:17:23:53             21:18:02:17             38.64
sat_b           gs              21:18:00:75             21:18:45:81             45.06
sat_c           sat_b           21:18:13:33             21:19:18:13             64.80
sat_b           sat_a           21:18:24:68             21:19:26:85             62.17
gs              sat_c           21:18:28:71             21:19:03:84             35.13
sat_a           sat_b           21:18:36:25             21:19:13:26             37.01
gs              sat_a           21:18:36:52             21:19:22:99             46.47
sat_c           sat_a           21:18:42:82             21:19:48:01             65.19
sat_a           gs              21:18:44:78             21:19:50:71             65.93
sat_b           sat_c           21:18:50:45             21:19:25:68             35.23
gs              sat_b           21:19:02:77             21:19:50:50             47.73
sat_c           gs              21:19:12:75             21:19:45:24             32.49
sat_a           sat_c           21:19:22:62             21:20:22:97             60.35
sat_c           gs              21:20:01:68             21:20:54:94             53.26
sat_b           sat_a           21:20:01:74             21:21:04:28             62.54
sat_a           sat_c           21:20:07:50             21:20:58:11             50.61
gs              sat_a           21:20:19:03             21:20:57:27             38.24
sat_c           sat_a           21:20:24:88             21:21:18:35             53.47
sat_a           sat_b           21:20:25:71             21:21:02:58             36.87
gs              sat_b           21:20:30:06             21:21:06:88             36.82
sat_b           sat_c           21:20:31:99             21:21:25:92             53.93
gs              sat_c           21:20:38:20             21:21:08:81             30.61
sat_b           gs              21:20:53:83             21:21:57:13             63.30
sat_a           gs              21:21:20:18             21:21:57:62             37.44
sat_c           sat_b           21:21:28:82             21:22:21:40             52.58
gs              sat_a           21:22:02:81             21:23:04:60             61.79
sat_b           sat_a           21:22:10:38             21:23:04:35             53.97
sat_b           gs              21:22:11:69             21:23:06:31             54.62
sat_c           sat_a           21:22:13:70             21:23:09:36             55.66
sat_a           sat_c           21:22:19:34             21:22:52:57             33.23
gs              sat_c           21:22:29:85             21:23:15:88             46.03
gs              sat_b           21:22:32:30             21:23:17:26             44.96
sat_a           gs              21:22:42:98             21:23:29:40             46.42
sat_c           sat_b           21:22:44:99             21:23:24:39             39.40
sat_b           sat_c           21:22:59:33             21:23:55:90             56.57
sat_a           sat_b           21:23:15:36             21:24:03:23             47.87
sat_c           gs              21:23:19:59             21:24:02:73             43.14
sat_c           sat_b           21:24:05:38             21:25:10:60             65.22
gs              sat_a           21:24:13:78             21:25:18:10             64.32
sat_c           gs              21:24:14:63             21:25:10:19             55.56
sat_a           sat_c           21:24:24:67             21:25:30:43             65.76
sat_a           sat_b           21:24:31:78             21:25:24:09             52.31
gs              sat_c           21:24:45:29             21:25:26:21             40.92
sat_b           gs              21:24:46:22             21:25:43:96             57.74
gs              sat_b           21:25:00:39             21:25:59:77             59.38
sat_b           sat_a           21:25:14:88             21:25:47:31             32.43
sat_c           sat_a           21:25:21:27             21:26:23:87             62.60
sat_a           gs              21:25:22:66             21:26:30:84             68.18
sat_b           sat_c           21:25:24:79             21:26:03:08             38.29
sat_a           sat_b           21:26:18:76             21:27:23:41             64.65
gs              sat_a           21:26:27:20             21:27:19:53             52.33
sat_b           sat_a           21:26:36:64             21:27:11:77             35.13
sat_c           gs              21:26:48:03             21:27:51:83             63.80
gs              sat_b           21:27:02:89             21:27:46:88             43.99
sat_b           sat_c           21:27:10:14             21:27:52:38             42.24
sat_a           gs              21:27:12:63             21:27:43:46             30.83
gs              sat_c           21:27:18:42             21:27:52:46             34.04
sat_c           sat_b           21:27:22:24             21:28:08:95             46.71
sat_b           gs              21:27:24:86             21:28:11:99             47.13
sat_a           sat_c           21:27:25:42             21:28:15:53             50.11
sat_c           sat_a           21:27:29:68             21:28:03:28             33.60
gs              sat_a           21:28:01:76             21:28:54:86             53.10
sat_c           sat_a           21:28:06:07             21:28:40:17             34.10
sat_c           gs              21:28:15:78             21:29:04:58             48.80
sat_b           sat_a           21:28:20:43             21:28:52:81             32.38
sat_b           sat_c           21:28:22:43             21:29:20:50             58.07
sat_a           sat_c           21:28:23:02             21:28:59:25             36.23
gs              sat_b           21:28:38:49             21:29:10:59             32.10
sat_b           gs              21:28:49:95             21:29:45:39             55.44
sat_a           gs              21:28:55:31             21:30:00:70             65.39
sat_c           sat_b           21:29:07:08             21:29:56:87             49.79
gs              sat_c           21:29:13:96             21:30:01:21             47.25
sat_a           sat_b           21:29:29:67             21:30:00:52             30.85
gs              sat_a           21:30:00:37             21:30:33:75             33.38
sat_a           sat_c           21:30:01:86             21:31:01:37             59.51
sat_c           sat_b           21:30:15:94             21:31:10:91             54.97
sat_b           sat_a           21:30:19:92             21:31:09:83             49.91
sat_c           sat_a           21:30:30:82             21:31:15:49             44.67
gs              sat_c           21:30:39:71             21:31:42:25             62.54
gs              sat_b           21:30:50:62             21:31:53:76             63.14
sat_b           sat_c           21:31:04:23             21:32:08:37             64.14
sat_b           gs              21:31:05:12             21:31:48:51             43.39
sat_c           gs              21:31:14:60             21:32:21:90             67.30
sat_a           gs              21:31:26:89             21:31:58:11             31.22
sat_a           sat_b           21:31:27:88             21:32:19:21             51.33
sat_b           sat_c           21:32:00:09             21:33:03:82             63.73
sat_c           gs              21:32:09:48             21:33:06:05             56.57
sat_c           sat_a           21:32:21:58             21:32:59:41             37.83
sat_a           gs              21:32:31:96             21:33:08:79             36.83
sat_c           sat_b           21:32:38:82             21:33:39:30             60.48
sat_a           sat_b           21:32:42:45             21:33:44:47             62.02
gs              sat_b           21:32:47:43             21:33:25:27             37.84
gs              sat_c           21:32:51:40             21:33:46:49             55.09
sat_a           sat_c           21:32:52:10             21:33:43:67             51.57
gs              sat_a           21:33:05:03             21:33:57:15             52.12
sat_b           sat_a           21:33:14:69             21:33:59:21             44.52
sat_b           gs              21:33:19:44             21:34:06:97             47.53
gs              sat_a           21:34:01:55             21:34:34:04             32.49
sat_b           gs              21:34:09:46             21:34:52:62             43.16
sat_c           gs              21:34:26:48             21:35:20:51             54.03
gs              sat_b           21:34:26:49             21:35:36:07             69.58
sat_b           sat_c           21:34:35:61             21:35:19:53             43.92
sat_c           sat_a           21:34:41:43             21:35:45:91             64.48
sat_b           sat_a           21:34:49:97             21:35:50:61             60.64
sat_a           sat_b           21:35:03:07             21:35:44:79             41.72
sat_c           sat_b           21:35:06:01             21:36:08:20             62.19
sat_a           sat_c           21:35:09:72             21:35:47:67             37.95
gs              sat_c           21:35:12:15             21:36:18:40             66.25
sat_a           gs              21:35:27:06             21:36:36:06             69.00
sat_c           gs              21:36:04:05             21:36:44:31             40.26
sat_a           gs              21:36:07:96             21:36:44:49             36.53
sat_c           sat_a           21:36:12:42             21:37:11:97             59.55
sat_a           sat_b           21:36:15:46             21:37:01:73             46.27
sat_b           sat_c           21:36:16:37             21:37:17:55             61.18
sat_c           sat_b           21:36:23:69             21:37:00:43             36.74
gs              sat_b           21:36:30:24             21:37:35:96             65.72
sat_b           gs              21:36:32:84             21:37:04:79             31.95
gs              sat_a           21:37:10:24             21:37:46:85             36.61
sat_a           sat_c           21:37:19:96             21:38:00:42             40.46
gs              sat_c           21:37:23:35             21:38:03:65             40.30
sat_b           sat_a           21:37:25:17             21:38:34:49             69.32
sat_b           sat_c           21:38:12:35             21:39:21:44             69.09
sat_c           gs              21:38:17:20             21:39:04:61             47.41
sat_a           sat_b           21:38:17:87             21:38:49:28             31.41
gs              sat_b           21:38:20:89             21:39:22:21             61.32
sat_b           sat_a           21:38:27:49             21:39:00:07             32.58
gs              sat_a           21:38:46:00             21:39:48:34             62.34
gs              sat_c           21:38:56:83             21:39:59:38             62.55
sat_b           gs              21:39:02:72             21:39:50:36             47.64
sat_c           sat_b           21:39:09:36             21:40:05:85             56.49
sat_c           sat_a           21:39:14:89             21:40:09:87             54.98
sat_a           gs              21:39:15:61             21:39:51:48             35.87
sat_a           sat_c           21:39:28:78             21:40:38:61             69.83
sat_c           gs              21:40:05:89             21:41:13:93             68.04
sat_b           sat_c           21:40:22:48             21:41:25:08             62.60
gs              sat_c           21:40:38:32             21:41:42:16             63.84
sat_b           gs              21:40:38:50             21:41:41:92             63.42
sat_a           sat_c           21:40:40:40             21:41:16:97             36.57
sat_a           sat_b           21:40:43:81             21:41:21:59             37.78
sat_a           gs              21:40:48:56             21:41:20:36             31.80
gs              sat_a           21:40:54:04             21:41:36:59             42.55
gs              sat_b           21:41:01:66             21:42:04:19             62.53
sat_c           sat_a           21:41:11:50             21:41:51:16             39.66
sat_c           sat_b           21:41:15:61             21:42:09:04             53.43
sat_b           sat_a           21:41:25:54             21:42:19:82             54.28
sat_c           sat_b           21:42:02:73             21:42:36:42             33.69
gs              sat_a           21:42:35:16             21:43:26:69             51.53
sat_a           sat_b           21:42:38:21             21:43:21:41             43.20
sat_b           gs              21:42:39:61             21:43:18:26             38.65
sat_a           gs              21:42:40:59             21:43:33:20             52.61
sat_c           gs              21:42:48:22             21:43:30:17             41.95
sat_a           sat_c           21:42:55:21             21:43:55:28             60.07
sat_b           sat_a           21:42:57:81             21:44:03:44             65.63
gs              sat_c           21:42:58:38             21:43:36:59             38.21
sat_c           sat_a           21:43:09:01             21:43:40:22             31.21
sat_b           sat_c           21:43:13:22             21:43:58:82             45.60
gs              sat_b           21:43:24:40             21:44:19:03             54.63
gs              sat_c           21:44:20:01             21:45:27:73             67.72
sat_b           gs              21:44:24:68             21:45:17:66             52.98
gs              sat_a           21:44:29:40             21:45:34:49             65.09
sat_b           sat_c           21:44:32:20             21:45:23:96             51.76
sat_c           sat_a           21:44:40:76             21:45:15:92             35.16
sat_a           gs              21:44:48:20             21:45:20:21             32.01
sat_a           sat_c           21:44:55:78             21:45:30:58             34.80
sat_b           sat_a           21:45:04:10             21:46:02:04             57.94
sat_c           sat_b           21:45:08:26             21:45:40:64             32.38
sat_c           gs              21:45:13:17             21:46:11:89             58.72
sat_a           sat_b           21:45:15:42             21:45:58:89             43.47
gs              sat_b           21:45:18:97             21:46:14:69             55.72
sat_a           sat_c           21:46:08:40             21:46:42:44             34.04
sat_c           sat_b           21:46:12:23             21:47:19:46             67.23
sat_b           gs              21:46:18:47             21:46:50:10             31.63
sat_a           sat_b           21:46:23:33             21:47:31:90             68.57
sat_a           gs              21:46:26:43             21:47:33:63             67.20
sat_c           gs              21:46:39:10             21:47:18:77             39.67
sat_c           sat_a           21:46:42:48             21:47:45:61             63.13
sat_b           sat_a           21:46:46:93             21:47:18:62             31.69
gs              sat_b           21:47:03:22             21:48:08:78             65.56
gs              sat_a           21:47:03:92             21:47:41:47             37.55
gs              sat_c           21:47:11:57             21:48:06:75             55.18
sat_b           sat_c           21:47:24:29             21:48:32:72             68.43
sat_b           sat_c           21:48:10:96             21:48:59:04             48.08
gs              sat_b           21:48:11:28             21:48:51:05             39.77
gs              sat_a           21:48:13:35             21:48:43:47             30.12
sat_a           sat_b           21:48:17:74             21:49:25:03             67.29
sat_b           gs              21:48:24:49             21:49:17:27             52.78
sat_a           gs              21:48:25:82             21:49:20:51             54.69
sat_c           sat_b           21:48:27:45             21:49:17:89             50.44
sat_a           sat_c           21:48:45:48             21:49:46:63             61.15
sat_c           gs              21:48:46:22             21:49:53:49             67.27
gs              sat_c           21:48:48:02             21:49:26:13             38.11
sat_b           sat_a           21:48:58:55             21:50:01:50             62.95
sat_c           sat_a           21:49:06:73             21:49:57:11             50.38
sat_a           sat_b           21:50:05:88             21:50:37:68             31.80
gs              sat_a           21:50:07:44             21:50:56:00             48.56
sat_a           sat_c           21:50:11:84             21:51:06:49             54.65
gs              sat_b           21:50:26:54             21:51:13:11             46.57
sat_b           sat_c           21:50:27:40             21:51:07:35             39.95
sat_b           gs              21:50:36:95             21:51:30:49             53.54
sat_c           sat_a           21:50:47:49             21:51:38:86             51.37
gs              sat_c           21:50:51:99             21:51:47:93             55.94
sat_a           gs              21:50:56:33             21:51:52:01             55.68
sat_b           sat_a           21:51:17:63             21:52:15:34             57.71
sat_c           gs              21:51:17:72             21:52:18:35             60.63
sat_c           sat_b           21:51:20:87             21:52:06:88             46.01
sat_c           gs              21:52:07:53             21:52:47:78             40.25
sat_b           sat_a           21:52:09:32             21:52:54:53             45.21
sat_a           gs              21:52:37:81             21:53:37:83             60.02
gs              sat_a           21:52:39:04             21:53:41:10             62.06
sat_c           sat_b           21:52:40:98             21:53:43:72             62.74
sat_b           gs              21:52:44:52             21:53:22:58             38.06
gs              sat_c           21:52:45:68             21:53:45:22             59.54
sat_a           sat_b           21:53:05:71             21:54:04:34             58.63
sat_b           sat_c           21:53:13:52             21:53:57:34             43.82
gs              sat_b           21:53:14:98             21:53:54:94             39.96
sat_a           sat_c           21:53:20:50             21:54:02:02             41.52
sat_c           sat_a           21:53:22:82             21:53:54:38             31.56
sat_a           gs              21:54:24:36             21:54:59:48             35.12
sat_c           gs              21:54:35:51             21:55:29:15             53.64
sat_c           sat_b           21:54:42:42             21:55:45:42             63.00
sat_c           sat_a           21:54:45:76             21:55:32:42             46.66
sat_a           sat_b           21:54:50:27             21:55:45:80             55.53
sat_b           sat_c           21:54:51:44             21:55:36:59             45.15
sat_b           gs              21:54:54:36             21:56:02:69             68.33
gs              sat_b           21:55:08:72             21:55:41:79             33.07
sat_b           sat_a           21:55:10:33             21:55:42:32             31.99
gs              sat_a           21:55:18:39             21:56:14:91             56.52
gs              sat_c           21:55:28:49             21:56:30:56             62.07
sat_a           sat_c           21:55:29:90             21:56:05:77             35.87
sat_c           sat_a           21:56:02:42             21:56:56:70             54.28
sat_c           sat_b           21:56:02:93             21:56:56:28             53.35
sat_a           sat_c           21:56:05:30             21:57:07:17             61.87
gs              sat_a           21:56:14:77             21:57:19:61             64.84
sat_b           sat_a           21:56:15:00             21:57:06:65             51.65
sat_b           gs              21:56:24:67             21:57:20:23             55.56
gs              sat_c           21:56:27:10             21:57:34:76             67.66
sat_b           sat_c           21:56:48:84             21:57:41:19             52.35
sat_a           gs              21:57:03:98             21:58:09:40             65.42
sat_a           sat_b           21:57:16:38             21:58:15:98             59.60
gs              sat_b           21:57:17:99             21:57:51:76             33.77
sat_c           gs              21:57:26:02             21:57:56:59             30.57
sat_a           sat_c           21:58:01:41             21:58:46:37             44.96
sat_b           gs              21:58:02:44             21:58:57:34             54.90
sat_b           sat_c           21:58:09:86             21:58:58:74             48.88
gs              sat_c           21:58:16:48             21:59:10:73             54.25
sat_c           gs              21:58:33:05             21:59:42:24             69.19
sat_b           sat_a           21:58:46:60             21:59:30:18             43.58
gs              sat_a           21:58:48:59             21:59:28:50             39.91
sat_a           gs              21:58:50:28             21:59:26:05             35.77
sat_c           sat_a           21:58:51:75             21:59:33:33             41.58
sat_a           sat_b           21:58:54:72             21:59:52:75             58.03
